"","date","latitude","site","size","air_temp","air_temp_sd","water_temp","water_temp_sd","name"
"261",2016-08-09,41.3,"CT",17.08,12.05,8.81,13.976,6.567,"Sixpenny Island - Connecticut"
"262",2016-08-09,41.3,"CT",12.24,12.05,8.81,13.976,6.567,"Sixpenny Island - Connecticut"
"263",2016-08-09,41.3,"CT",11.34,12.05,8.81,13.976,6.567,"Sixpenny Island - Connecticut"
"264",2016-08-09,41.3,"CT",19.47,12.05,8.81,13.976,6.567,"Sixpenny Island - Connecticut"
"265",2016-08-09,41.3,"CT",13.5,12.05,8.81,13.976,6.567,"Sixpenny Island - Connecticut"
"266",2016-08-09,41.3,"CT",15.8,12.05,8.81,13.976,6.567,"Sixpenny Island - Connecticut"
"267",2016-08-09,41.3,"CT",17.04,12.05,8.81,13.976,6.567,"Sixpenny Island - Connecticut"
"268",2016-08-09,41.3,"CT",18.06,12.05,8.81,13.976,6.567,"Sixpenny Island - Connecticut"
"269",2016-08-09,41.3,"CT",12.75,12.05,8.81,13.976,6.567,"Sixpenny Island - Connecticut"
"270",2016-08-09,41.3,"CT",11.78,12.05,8.81,13.976,6.567,"Sixpenny Island - Connecticut"
"271",2016-08-09,41.3,"CT",15.92,12.05,8.81,13.976,6.567,"Sixpenny Island - Connecticut"
"272",2016-08-09,41.6,"NB",20.28,12.205,9.483,17.504,7.865,"Narragansett Bay NERR"
"273",2016-07-28,41.6,"NB",19.54,12.205,9.483,17.504,7.865,"Narragansett Bay NERR"
"274",2016-07-28,41.6,"NB",21.94,12.205,9.483,17.504,7.865,"Narragansett Bay NERR"
"275",2016-07-28,41.6,"NB",16.95,12.205,9.483,17.504,7.865,"Narragansett Bay NERR"
"276",2016-07-28,41.6,"NB",15.03,12.205,9.483,17.504,7.865,"Narragansett Bay NERR"
"277",2016-07-28,41.6,"NB",16.2,12.205,9.483,17.504,7.865,"Narragansett Bay NERR"
"278",2016-07-28,41.6,"NB",21.47,12.205,9.483,17.504,7.865,"Narragansett Bay NERR"
"279",2016-07-28,41.6,"NB",17.97,12.205,9.483,17.504,7.865,"Narragansett Bay NERR"
"280",2016-07-28,41.6,"NB",18.31,12.205,9.483,17.504,7.865,"Narragansett Bay NERR"
"281",2016-07-28,41.6,"NB",16.56,12.205,9.483,17.504,7.865,"Narragansett Bay NERR"
"282",2016-07-28,41.6,"NB",18.23,12.205,9.483,17.504,7.865,"Narragansett Bay NERR"
"283",2016-07-28,41.6,"NB",17.93,12.205,9.483,17.504,7.865,"Narragansett Bay NERR"
"284",2016-07-28,41.6,"NB",17.48,12.205,9.483,17.504,7.865,"Narragansett Bay NERR"
"285",2016-07-28,41.6,"NB",17.17,12.205,9.483,17.504,7.865,"Narragansett Bay NERR"
"286",2016-07-28,41.6,"NB",17.44,12.205,9.483,17.504,7.865,"Narragansett Bay NERR"
"287",2016-07-28,41.6,"NB",14.82,12.205,9.483,17.504,7.865,"Narragansett Bay NERR"
"288",2016-07-28,41.6,"NB",13.19,12.205,9.483,17.504,7.865,"Narragansett Bay NERR"
"289",2016-07-28,41.6,"NB",13.25,12.205,9.483,17.504,7.865,"Narragansett Bay NERR"
"290",2016-07-28,41.6,"NB",14.52,12.205,9.483,17.504,7.865,"Narragansett Bay NERR"
"291",2016-07-28,41.6,"NB",17.55,12.205,9.483,17.504,7.865,"Narragansett Bay NERR"
"292",2016-07-28,41.6,"NB",20.78,12.205,9.483,17.504,7.865,"Narragansett Bay NERR"
"293",2016-07-28,41.6,"NB",18.33,12.205,9.483,17.504,7.865,"Narragansett Bay NERR"
"294",2016-07-28,41.6,"NB",17.85,12.205,9.483,17.504,7.865,"Narragansett Bay NERR"
"295",2016-07-28,41.6,"NB",14.16,12.205,9.483,17.504,7.865,"Narragansett Bay NERR"
"296",2016-07-28,41.6,"NB",15.85,12.205,9.483,17.504,7.865,"Narragansett Bay NERR"
"297",2016-07-28,41.6,"NB",14.16,12.205,9.483,17.504,7.865,"Narragansett Bay NERR"
"298",2016-07-28,41.6,"NB",15.85,12.205,9.483,17.504,7.865,"Narragansett Bay NERR"
"299",2016-07-28,41.6,"NB",17.13,12.205,9.483,17.504,7.865,"Narragansett Bay NERR"
"300",2016-07-28,41.6,"NB",17.13,12.205,9.483,17.504,7.865,"Narragansett Bay NERR"
"301",2016-07-25,41.9,"CC",17.39,11.28,8.11,14.01,6.9,"Cape Cod"
"302",2016-07-25,41.9,"CC",19.33,11.28,8.11,14.01,6.9,"Cape Cod"
"303",2016-07-25,41.9,"CC",18.84,11.28,8.11,14.01,6.9,"Cape Cod"
"304",2016-07-25,41.9,"CC",14.8,11.28,8.11,14.01,6.9,"Cape Cod"
"305",2016-07-25,41.9,"CC",18.07,11.28,8.11,14.01,6.9,"Cape Cod"
"306",2016-07-25,41.9,"CC",19.31,11.28,8.11,14.01,6.9,"Cape Cod"
"307",2016-07-25,41.9,"CC",17.1,11.28,8.11,14.01,6.9,"Cape Cod"
"308",2016-07-25,41.9,"CC",17.17,11.28,8.11,14.01,6.9,"Cape Cod"
"309",2016-07-25,41.9,"CC",18.39,11.28,8.11,14.01,6.9,"Cape Cod"
"310",2016-07-25,41.9,"CC",18.94,11.28,8.11,14.01,6.9,"Cape Cod"
"311",2016-07-25,41.9,"CC",15.58,11.28,8.11,14.01,6.9,"Cape Cod"
"312",2016-07-25,41.9,"CC",18.82,11.28,8.11,14.01,6.9,"Cape Cod"
"313",2016-07-25,41.9,"CC",16.25,11.28,8.11,14.01,6.9,"Cape Cod"
"314",2016-07-25,41.9,"CC",16.63,11.28,8.11,14.01,6.9,"Cape Cod"
"315",2016-07-25,41.9,"CC",15.54,11.28,8.11,14.01,6.9,"Cape Cod"
"316",2016-07-25,41.9,"CC",19.27,11.28,8.11,14.01,6.9,"Cape Cod"
"317",2016-07-25,41.9,"CC",14.4,11.28,8.11,14.01,6.9,"Cape Cod"
"318",2016-07-25,41.9,"CC",19.85,11.28,8.11,14.01,6.9,"Cape Cod"
"319",2016-07-25,41.9,"CC",16.74,11.28,8.11,14.01,6.9,"Cape Cod"
"320",2016-07-25,41.9,"CC",13.84,11.28,8.11,14.01,6.9,"Cape Cod"
"321",2016-07-25,41.9,"CC",16.54,11.28,8.11,14.01,6.9,"Cape Cod"
"322",2016-07-25,41.9,"CC",16.07,11.28,8.11,14.01,6.9,"Cape Cod"
"323",2016-07-25,41.9,"CC",15.28,11.28,8.11,14.01,6.9,"Cape Cod"
"324",2016-07-25,41.9,"CC",16.69,11.28,8.11,14.01,6.9,"Cape Cod"
"325",2016-07-25,41.9,"CC",16.79,11.28,8.11,14.01,6.9,"Cape Cod"
"326",2016-07-25,41.9,"CC",10.62,11.28,8.11,14.01,6.9,"Cape Cod"
"327",2016-07-25,41.9,"CC",15.76,11.28,8.11,14.01,6.9,"Cape Cod"
"328",2016-08-12,42.2,"BC",23.43,11.63,9.53,14.01,6.9,"Bare Cove Park"
"329",2016-08-12,42.2,"BC",17,11.63,9.53,14.01,6.9,"Bare Cove Park"
"330",2016-08-12,42.2,"BC",19.17,11.63,9.53,14.01,6.9,"Bare Cove Park"
"331",2016-08-12,42.2,"BC",16.35,11.63,9.53,14.01,6.9,"Bare Cove Park"
"332",2016-08-12,42.2,"BC",21.49,11.63,9.53,14.01,6.9,"Bare Cove Park"
"333",2016-08-12,42.2,"BC",22.02,11.63,9.53,14.01,6.9,"Bare Cove Park"
"334",2016-08-12,42.2,"BC",22.21,11.63,9.53,14.01,6.9,"Bare Cove Park"
"335",2016-08-12,42.2,"BC",22.44,11.63,9.53,14.01,6.9,"Bare Cove Park"
"336",2016-08-12,42.2,"BC",21.92,11.63,9.53,14.01,6.9,"Bare Cove Park"
"337",2016-08-12,42.2,"BC",19.8,11.63,9.53,14.01,6.9,"Bare Cove Park"
"338",2016-08-12,42.2,"BC",21.03,11.63,9.53,14.01,6.9,"Bare Cove Park"
"339",2016-08-12,42.2,"BC",18.41,11.63,9.53,14.01,6.9,"Bare Cove Park"
"340",2016-08-12,42.2,"BC",20.19,11.63,9.53,14.01,6.9,"Bare Cove Park"
"341",2016-08-12,42.2,"BC",17.97,11.63,9.53,14.01,6.9,"Bare Cove Park"
"342",2016-08-12,42.2,"BC",11.56,11.63,9.53,14.01,6.9,"Bare Cove Park"
"343",2016-08-12,42.2,"BC",19.58,11.63,9.53,14.01,6.9,"Bare Cove Park"
"344",2016-08-12,42.2,"BC",18.1,11.63,9.53,14.01,6.9,"Bare Cove Park"
"345",2016-08-12,42.2,"BC",15.22,11.63,9.53,14.01,6.9,"Bare Cove Park"
"346",2016-08-12,42.2,"BC",19.25,11.63,9.53,14.01,6.9,"Bare Cove Park"
"347",2016-08-12,42.2,"BC",19.99,11.63,9.53,14.01,6.9,"Bare Cove Park"
"348",2016-08-12,42.2,"BC",21.81,11.63,9.53,14.01,6.9,"Bare Cove Park"
"349",2016-08-12,42.2,"BC",21.39,11.63,9.53,14.01,6.9,"Bare Cove Park"
"350",2016-08-12,42.2,"BC",17.33,11.63,9.53,14.01,6.9,"Bare Cove Park"
"351",2016-08-12,42.2,"BC",11.39,11.63,9.53,14.01,6.9,"Bare Cove Park"
"352",2016-08-12,42.2,"BC",10.15,11.63,9.53,14.01,6.9,"Bare Cove Park"
"353",2016-08-12,42.2,"BC",12.92,11.63,9.53,14.01,6.9,"Bare Cove Park"
"354",2016-08-12,42.2,"BC",9.42,11.63,9.53,14.01,6.9,"Bare Cove Park"
"355",2016-08-12,42.2,"BC",12.74,11.63,9.53,14.01,6.9,"Bare Cove Park"
"356",2016-08-12,42.2,"BC",11.58,11.63,9.53,14.01,6.9,"Bare Cove Park"
"357",2016-08-12,42.2,"BC",10.1,11.63,9.53,14.01,6.9,"Bare Cove Park"
"358",2016-08-12,42.2,"BC",11.77,11.63,9.53,14.01,6.9,"Bare Cove Park"
"359",2016-08-12,42.2,"BC",11.51,11.63,9.53,14.01,6.9,"Bare Cove Park"
"360",2016-08-12,42.2,"BC",9.01,11.63,9.53,14.01,6.9,"Bare Cove Park"
"361",2016-08-12,42.2,"BC",10.04,11.63,9.53,14.01,6.9,"Bare Cove Park"
"362",2016-08-12,42.2,"BC",10.91,11.63,9.53,14.01,6.9,"Bare Cove Park"
"363",2016-08-12,42.2,"BC",10.24,11.63,9.53,14.01,6.9,"Bare Cove Park"
"364",2016-08-12,42.2,"BC",9.86,11.63,9.53,14.01,6.9,"Bare Cove Park"
"365",2016-08-13,42.7,"PIE",17.58,10.293,9.45,14.33,4.838,"Plum Island Estuary - West Creek"
"366",2016-08-13,42.7,"PIE",21.19,10.293,9.45,14.33,4.838,"Plum Island Estuary - West Creek"
"367",2016-08-13,42.7,"PIE",20.2,10.293,9.45,14.33,4.838,"Plum Island Estuary - West Creek"
"368",2016-08-13,42.7,"PIE",18.75,10.293,9.45,14.33,4.838,"Plum Island Estuary - West Creek"
"369",2016-08-13,42.7,"PIE",17.54,10.293,9.45,14.33,4.838,"Plum Island Estuary - West Creek"
"370",2016-08-13,42.7,"PIE",22.13,10.293,9.45,14.33,4.838,"Plum Island Estuary - West Creek"
"371",2016-08-13,42.7,"PIE",19.51,10.293,9.45,14.33,4.838,"Plum Island Estuary - West Creek"
"372",2016-08-13,42.7,"PIE",18.09,10.293,9.45,14.33,4.838,"Plum Island Estuary - West Creek"
"373",2016-08-13,42.7,"PIE",17.98,10.293,9.45,14.33,4.838,"Plum Island Estuary - West Creek"
"374",2016-08-13,42.7,"PIE",19.96,10.293,9.45,14.33,4.838,"Plum Island Estuary - West Creek"
"375",2016-08-13,42.7,"PIE",18.94,10.293,9.45,14.33,4.838,"Plum Island Estuary - West Creek"
"376",2016-08-13,42.7,"PIE",20.37,10.293,9.45,14.33,4.838,"Plum Island Estuary - West Creek"
"377",2016-08-13,42.7,"PIE",17.75,10.293,9.45,14.33,4.838,"Plum Island Estuary - West Creek"
"378",2016-08-13,42.7,"PIE",16.29,10.293,9.45,14.33,4.838,"Plum Island Estuary - West Creek"
"379",2016-08-13,42.7,"PIE",9.92,10.293,9.45,14.33,4.838,"Plum Island Estuary - West Creek"
"380",2016-08-13,42.7,"PIE",16.18,10.293,9.45,14.33,4.838,"Plum Island Estuary - West Creek"
"381",2016-08-13,42.7,"PIE",18.06,10.293,9.45,14.33,4.838,"Plum Island Estuary - West Creek"
"382",2016-08-13,42.7,"PIE",19.37,10.293,9.45,14.33,4.838,"Plum Island Estuary - West Creek"
"383",2016-08-13,42.7,"PIE",17.52,10.293,9.45,14.33,4.838,"Plum Island Estuary - West Creek"
"384",2016-08-13,42.7,"PIE",17.71,10.293,9.45,14.33,4.838,"Plum Island Estuary - West Creek"
"385",2016-08-13,42.7,"PIE",20.42,10.293,9.45,14.33,4.838,"Plum Island Estuary - West Creek"
"386",2016-08-13,42.7,"PIE",20.24,10.293,9.45,14.33,4.838,"Plum Island Estuary - West Creek"
"387",2016-08-13,42.7,"PIE",18.67,10.293,9.45,14.33,4.838,"Plum Island Estuary - West Creek"
"388",2016-08-13,42.7,"PIE",17.92,10.293,9.45,14.33,4.838,"Plum Island Estuary - West Creek"
"389",2016-08-13,42.7,"PIE",21.2,10.293,9.45,14.33,4.838,"Plum Island Estuary - West Creek"
"390",2016-08-13,42.7,"PIE",16.25,10.293,9.45,14.33,4.838,"Plum Island Estuary - West Creek"
"391",2016-08-13,42.7,"PIE",20.32,10.293,9.45,14.33,4.838,"Plum Island Estuary - West Creek"
"392",2016-08-13,42.7,"PIE",18.05,10.293,9.45,14.33,4.838,"Plum Island Estuary - West Creek"
